company_name,company_code,trading_time,type,listing_board,Name
Econ Healthcare,EHG,20220310_091600,stocks,CATALIST,EHG
EcoWise,5CT,20220310_091600,stocks,CATALIST,5CT
Edition,5HG,20220310_091600,stocks,CATALIST,5HG
Eindec,42Z,20220310_091600,stocks,CATALIST,42Z
EliteComREIT GBP,MXNU,20220310_091600,reits,MAINBOARD,MXNU
Ellipsiz,BIX,20220310_091600,stocks,MAINBOARD,BIX
Eneco Energy^,R14,20220310_091600,stocks,MAINBOARD,R14
EnGro,S44,20220310_091600,stocks,MAINBOARD,S44
Envictus,BQD,20220310_091600,stocks,MAINBOARD,BQD
Envictus W221128,IWKW,20220310_091600,companywarrants,MAINBOARD,IWKW
Enviro-Hub,L23,20220310_091600,stocks,MAINBOARD,L23
Epicentre,5MQ,20220310_091600,stocks,CATALIST,5MQ
ES,5RC,20220310_091600,stocks,CATALIST,5RC
ESR-REIT,J91U,20220310_091600,reits,MAINBOARD,J91U
ETC Singapore,1C0,20220310_091600,stocks,CATALIST,1C0
EuroSports Gbl,5G1,20220310_091600,stocks,CATALIST,5G1
Excelpoint,BDF,20220310_091600,stocks,MAINBOARD,BDF
Ezion,5ME,20220310_091600,stocks,MAINBOARD,5ME
Ezra,5DN,20220310_091600,stocks,MAINBOARD,5DN
F & N,F99,20220310_091600,stocks,MAINBOARD,F99
Fabchem China^,BFT,20220310_091600,stocks,MAINBOARD,BFT
Falcon Energy,5FL,20220310_091600,stocks,MAINBOARD,5FL
Far East,5TJ,20220310_091600,stocks,CATALIST,5TJ
Far East HTrust,Q5T,20220310_091600,businesstrusts,MAINBOARD,Q5T
Far East Orchard,O10,20220310_091600,stocks,MAINBOARD,O10
Federal Int,BDU,20220310_091600,stocks,MAINBOARD,BDU
Figtree,5F4,20220310_091600,stocks,CATALIST,5F4
First Reit,AW9U,20220310_091600,reits,MAINBOARD,AW9U
First Reit A,WCJU,20220310_091600,reits,MAINBOARD,0
First Resources,EB5,20220310_091600,stocks,MAINBOARD,EB5
First Sponsor,ADN,20220310_091600,stocks,MAINBOARD,ADN
First Sponsor W240530,QNHW,20220310_091600,companywarrants,MAINBOARD,0
First Sponsor W290321,RAYW,20220310_091600,companywarrants,MAINBOARD,0
FJ Benjamin,F10,20220310_091600,stocks,CATALIST,F10
Food Empire,F03,20220310_091600,stocks,MAINBOARD,F03
Forise Int,8A1,20220310_091600,stocks,MAINBOARD,8A1
FortressMinerals,OAJ,20220310_091600,stocks,CATALIST,OAJ
FPTrea b3.65%220522#,AXXZ,20220310_052708,retailbonds,MAINBOARD,0
Frasers Cpt Tr,J69U,20220310_091600,reits,MAINBOARD,J69U
Frasers HTrust,ACV,20220310_091600,businesstrusts,MAINBOARD,ACV
Frasers L&C Tr,BUOU,20220310_091600,reits,MAINBOARD,BUOU
Frasers Property,TQ5,20220310_091600,stocks,MAINBOARD,TQ5
Frencken,E28,20220310_091600,stocks,MAINBOARD,E28
FSL Trust,D8DU,20220310_091600,businesstrusts,MAINBOARD,D8DU
Fu Yu,F13,20220310_091600,stocks,MAINBOARD,F13
Fuji Offset,508,20220310_091600,stocks,CATALIST,508
Full Apex^,BTY,20220310_091600,stocks,MAINBOARD,BTY
Fuxing China,AWK,20220310_091600,stocks,MAINBOARD,AWK
G Invacom,QS9,20220310_091600,stocks,MAINBOARD,QS9
G K Goh,G41,20220310_091600,stocks,MAINBOARD,G41
Galaxy 5xLongSG221013,DLBW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xLongSG230331,DBTW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xShortSG220328,DZCW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xShortSG221215,DXHW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xShortSG230920,DGCW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy MB eCW220705,MWSW,20220310_091600,structuredwarrants,MAINBOARD,0
Galaxy MB ePW220705,8Q1W,20220310_091600,structuredwarrants,MAINBOARD,0
Gallant Venture,5IG,20220310_091600,stocks,MAINBOARD,5IG
Ganfeng 5xLongSG221223,DIZW,20220310_091600,dlcertificates,MAINBOARD,0
Ganfeng 5xShortSG221223,DEXW,20220310_091600,dlcertificates,MAINBOARD,0
GanfengLit MB eCW220705,PZGW,20220310_091600,structuredwarrants,MAINBOARD,0
GCCP,41T,20220310_091600,stocks,CATALIST,41T
GDR Cheng Mei US$S,CKW,20220309_230034,others,MAINBOARD,0
GDR Kakao Corp US$ A,CQC,20220309_230034,others,MAINBOARD,0
GDR Kakao Corp US$ R,CQD,20220309_230034,others,MAINBOARD,0
GDR PJSC GazpromUS$S,AAI,20220309_230034,others,MAINBOARD,0
GDR UPL US$,BYS,20220309_230034,others,MAINBOARD,0
GDR Youngone US$ S,RQ9,20220309_230034,others,MAINBOARD,0
GDS Global,5VP,20220310_091600,stocks,CATALIST,5VP
Geely 5xLongSG220530,DGAW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xLongSG220621,DDHW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xLongSG230202,DNDW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xLongSG230331,DVPW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xShortSG221201,DBCW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xShortSG221215,DSHW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xShortSG230126,DDEW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xShortSG230825,DDZW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xShortSG231214,DCDW,20220310_091600,dlcertificates,MAINBOARD,0
Geely MB eCW220404,58YW,20220310_091600,structuredwarrants,MAINBOARD,0
Geely MB eCW221004,HVQW,20220310_091600,structuredwarrants,MAINBOARD,0
Geely MB ePW220404,KXJW,20220310_091600,structuredwarrants,MAINBOARD,0
Geely MB ePW221004,Y9EW,20220310_091600,structuredwarrants,MAINBOARD,0
Genting 5xLongSG230420,DUBW,20220310_091600,dlcertificates,MAINBOARD,0
Genting 5xShortSG220328,DQOW,20220310_091600,dlcertificates,MAINBOARD,0
Genting 5xShortSG240306,DQGW,20220310_091600,dlcertificates,MAINBOARD,0
Genting Sing,G13,20220310_091600,stocks,MAINBOARD,G13
GentingSMBeCW220429,FUBW,20220310_091600,structuredwarrants,MAINBOARD,0
GentingSMBeCW221028,OQTW,20220310_091600,structuredwarrants,MAINBOARD,0
Geo Energy Res,RE4,20220310_091600,stocks,MAINBOARD,RE4
GHY Culture,XJB,20220310_091600,stocks,MAINBOARD,XJB
GKE,595,20220310_091600,stocks,CATALIST,595
GLD SG$,GSD,20220310_091600,etfs,MAINBOARD,0
GLD US$,O87,20220310_091600,etfs,MAINBOARD,O87
Global Dragon,586,20220310_091600,stocks,CATALIST,586
Global Inv,B73,20220310_084324,others,MAINBOARD,B73
Global Inv,B73,20220310_084324,others,MAINBOARD,B73
Global Inv,B73,20220310_091600,stocks,MAINBOARD,B73
Global Inv,B73,20220310_091600,stocks,MAINBOARD,B73
Global Palm Res,BLW,20220310_091600,stocks,MAINBOARD,BLW
Global Testing,AYN,20220310_091600,stocks,MAINBOARD,AYN
Golden Agri-Res,E5H,20220310_091600,stocks,MAINBOARD,E5H
Golden Energy,AUE,20220310_091600,stocks,MAINBOARD,AUE
Goodland,5PC,20220310_091600,stocks,MAINBOARD,5PC
GP Industries,G20,20220310_091600,stocks,MAINBOARD,G20
Grand Banks,G50,20220310_091600,stocks,MAINBOARD,G50
Grand Venture,JLB,20220310_091600,stocks,MAINBOARD,JLB
Great Eastern,G07,20220310_091600,stocks,MAINBOARD,G07
Green Build,Y06,20220310_091600,stocks,MAINBOARD,Y06
GRP,BLU,20220310_091600,stocks,MAINBOARD,BLU
GS Hldg,43A,20220310_091600,stocks,CATALIST,43A
GSH,BDX,20220310_091600,stocks,MAINBOARD,BDX
GSH cb5.2%241012#,Y6OB,20220310_074903,retailbonds,MAINBOARD,0
GSS Energy,41F,20220310_091600,stocks,CATALIST,41F
Guoan Intl,G11,20220310_091600,stocks,MAINBOARD,G11
GuocoLand,F17,20220310_091600,stocks,MAINBOARD,F17
GWMotor 5xLongSG221223,DCKW,20220310_091600,dlcertificates,MAINBOARD,0
GWMotor 5xShortSG221223,DZKW,20220310_091600,dlcertificates,MAINBOARD,0
GYP Properties,AWS,20220310_091600,stocks,MAINBOARD,AWS
Hafary,5VS,20220310_091600,stocks,MAINBOARD,5VS
Hai Leck,BLH,20220310_091600,stocks,MAINBOARD,BLH
Halcyon Agri,5VJ,20220310_091600,stocks,MAINBOARD,5VJ
Hanwell,DM0,20220310_091600,stocks,MAINBOARD,DM0
Hatten Land,PH0,20220310_091600,stocks,CATALIST,PH0
Haw Par,H02,20220310_091600,stocks,MAINBOARD,H02
HBC ADR US$,PU6D,20220310_071838,adrs,GLOBAL_QUOTE,PU6D
HC Surgical,1B1,20220310_091600,stocks,CATALIST,1B1
HealthBank,40B,20220310_091600,stocks,CATALIST,40B
Healthway Med,5NG,20220310_091600,stocks,CATALIST,5NG
Heatec Jietong,5OR,20220310_091600,stocks,CATALIST,5OR
Heeton,5DP,20220310_091600,stocks,MAINBOARD,5DP
Hengyang Petro,5PD,20220310_091600,stocks,CATALIST,5PD
HG Metal,BTG,20220310_091600,stocks,MAINBOARD,BTG
HGH,5GZ,20220310_091600,stocks,CATALIST,5GZ
Hiap Hoe,5JK,20220310_091600,stocks,MAINBOARD,5JK
Hiap Seng,510,20220310_091600,stocks,MAINBOARD,510
Hiap Tong,5PO,20220310_091600,stocks,CATALIST,5PO
HKEx 5xLongSG240125,DYYW,20220310_091600,dlcertificates,MAINBOARD,0
HKEx 5xShortSG230920,DHEW,20220310_091600,dlcertificates,MAINBOARD,0
HKEx 5xShortSG240125,DLTW,20220310_091600,dlcertificates,MAINBOARD,0
HL Global Ent,AVX,20220310_091600,stocks,MAINBOARD,AVX
HNP ADR US$,K3FD,20220310_085950,adrs,GLOBAL_QUOTE,K3FD
Ho Bee Land,H13,20220310_091600,stocks,MAINBOARD,H13
Hock Lian Seng,J2T,20220310_091600,stocks,MAINBOARD,J2T
Hoe Leong,H20,20220310_091600,stocks,MAINBOARD,H20
Hong Fok,H30,20220310_091600,stocks,MAINBOARD,H30
Hong Lai Huat,CTO,20220310_091600,stocks,MAINBOARD,CTO
Hong Leong Asia,H22,20220310_091600,stocks,MAINBOARD,H22
Hong Leong Fin,S41,20220310_091600,stocks,MAINBOARD,S41
HongkongLand USD,H78,20220310_091600,stocks,MAINBOARD,H78
Hor Kew,BBP,20220310_091600,stocks,MAINBOARD,BBP
Hosen,5EV,20220310_091600,stocks,CATALIST,5EV
Hotel Grand,H18,20220310_091600,stocks,MAINBOARD,H18
Hotel Royal,H12,20220310_091600,stocks,MAINBOARD,H12
Hotung Inv,BLS,20220310_091600,stocks,MAINBOARD,BLS
HPH Trust SGD,P7VU,20220310_091600,businesstrusts,MAINBOARD,0
HPH Trust USD,NS8U,20220310_091600,businesstrusts,MAINBOARD,NS8U
HPL,H15,20220310_091600,stocks,MAINBOARD,H15
HRnetGroup,CHZ,20220310_091600,stocks,MAINBOARD,CHZ
HS Optimus,504,20220310_091600,stocks,CATALIST,504
HSBC 5xLongSG230920,DHSW,20220310_091600,dlcertificates,MAINBOARD,0
HSBC 5xLongSG250203,DOCW,20220310_091600,dlcertificates,MAINBOARD,0
HSBC 5xShortSG241213,DTIW,20220310_091600,dlcertificates,MAINBOARD,0
HSCEI 5xLongSG230420,CZPW,20220310_091600,dlcertificates,MAINBOARD,0
HSCEI 5xShortSG230420,CUKW,20220310_091600,dlcertificates,MAINBOARD,0
HSCEI 7xLongSG231215,CYFW,20220310_091600,dlcertificates,MAINBOARD,0
HSCEI 7xShortSG231215,CXRW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 19400MBePW220530,NPHW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 20200MBePW220530,DIYW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 20600MBePW220428,LPMW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 20800MBeCW220429,VDHW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 21400MBePW220428,KAFW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 21600MBeCW220429,9UPW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 21800MBePW220330,NWNW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 22000MBeCW220530,PVDW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 22200MBePW220428,PVWW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 22600MBePW220330,OEMW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 22600MBePW220530,PBBW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 22800MBeCW220530,Y4CW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 23000MBePW220629,OQNW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 23400MBePW220330,IXDW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 24000MBeCW220428,OFGW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 24000MBePW220629,GJEW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 24400MBeCW220330,9TZW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 24800MBeCW220428,IYZW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 25200MBeCW220330,NPSW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 25400MBeCW220629,KMUW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 25600MBeCW220428,1N3W,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 26000MBeCW220530,HRDW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 26200MBeCW220330,SSAW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 26400MBeCW220629,971W,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 27400MBeCW220629,ZKCW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 28000MBeCW220530,GSKW,20220310_091600,structuredwarrants,MAINBOARD,0
HSI 5xLongSG230420,CWAW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 5xShortSG230420,CXQW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xLongSG230215,CUDW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xLongSG231215,CUUW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xLongSG240215,CVAW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xLongUB241231,KNXW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xShortSG230920,CZBW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xShortSG240125,CZMW,20220310_091600,dlcertificates,MAINBOARD,0
HSI 7xShortUB241231,HOHW,20220310_091600,dlcertificates,MAINBOARD,0
HSTECH 5000MBePW220629,PPBW,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 5400MBePW220330,GYOW,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 5600MBeCW220629,HWUW,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 5xLongSG220602,CDDW,20220310_091600,dlcertificates,MAINBOARD,0
HSTECH 5xLongSG230215,CWDW,20220310_091600,dlcertificates,MAINBOARD,0
HSTECH 5xLongSG230216,CXDW,20220310_091600,dlcertificates,MAINBOARD,0
HSTECH 5xShortSG220602,CZCW,20220310_091600,dlcertificates,MAINBOARD,0
HSTECH 5xShortSG230216,CWEW,20220310_091600,dlcertificates,MAINBOARD,0
HSTECH 6000MBePW220629,VETW,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 6200MBeCW220330,UEDW,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 6400MBePW220330,ZM4W,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 6600MBeCW220629,TGSW,20220310_091600,structuredwarrants,MAINBOARD,0
HSTECH 7200MBeCW220330,SRWW,20220310_091600,structuredwarrants,MAINBOARD,0
Hu An Cable,KI3,20220310_091600,stocks,MAINBOARD,KI3
Huationg Global,41B,20220310_091600,stocks,CATALIST,41B
Hwa Hong,H19,20220310_091600,stocks,MAINBOARD,H19
Hyflux,600,20220310_091600,stocks,MAINBOARD,600
Hyflux 6% CPS#,N2H,20220309_230034,retailpreferenceshares,MAINBOARD,N2H
Hyflux 6% PerCapSec#,BTWZ,20220309_230034,retailbonds,MAINBOARD,0
Hyphens Pharma,1J5,20220310_091600,stocks,CATALIST,1J5
ICBC CSOP CGB ETF S$,CYC,20220310_091600,etfs,MAINBOARD,CYC
ICBC CSOP CGB ETF US$D,CYB,20220310_091600,etfs,MAINBOARD,0
ICP Ltd,5I4,20220310_091600,stocks,CATALIST,5I4
IFAST,AIY,20220310_091600,stocks,MAINBOARD,AIY
IFS Capital,I49,20220310_091600,stocks,MAINBOARD,I49
IHH,Q0F,20220310_091600,stocks,MAINBOARD,Q0F
Imperium Crown,5HT,20220310_091600,stocks,CATALIST,5HT
Inch Kenneth,I4R,20220310_091600,stocks,MAINBOARD,0
Incredible,RDR,20220310_091600,stocks,CATALIST,RDR
Incredible W240204,W1XW,20220310_091600,companywarrants,CATALIST,0
Indofood Agri,5JS,20220310_091600,stocks,MAINBOARD,5JS
Informatics W240821^,LSCW,20220310_091600,companywarrants,MAINBOARD,0
Informatics^,BOU,20220310_091600,stocks,MAINBOARD,BOU
InnoTek,M14,20220310_091600,stocks,MAINBOARD,M14
Interra Resource^,5GI,20220310_091600,stocks,MAINBOARD,5GI
Intl Cement,KUO,20220310_091600,stocks,MAINBOARD,KUO
Intraco,I06,20220310_091600,stocks,MAINBOARD,I06
Inv Beve Biz EURO S,J0T,20220309_230034,others,MAINBOARD,0
IPC Corp,AZA,20220310_091600,stocks,MAINBOARD,AZA
IPS Securex,42N,20220310_091600,stocks,CATALIST,42N
IREIT Global EUR,8U7U,20220310_091600,reits,MAINBOARD,0
IREIT Global SGD,UD1U,20220310_091600,reits,MAINBOARD,UD1U
IS ASIA BND S$D,QL2,20220310_091600,etfs,MAINBOARD,QL2
IS ASIA BND US$,N6M,20220310_091600,etfs,MAINBOARD,N6M
IS ASIA HYG S$D,QL3,20220310_091600,etfs,MAINBOARD,QL3
IS ASIA HYG US$,O9P,20220310_091600,etfs,MAINBOARD,O9P
IS MS INDIA S$D,QK9,20220310_091600,etfs,MAINBOARD,QK9
IS MS INDIA US$,I98,20220310_091600,etfs,MAINBOARD,I98
ISDN,I07,20220310_091600,stocks,MAINBOARD,I07
ISEC,40T,20220310_091600,stocks,CATALIST,40T
Isetan,I15,20220310_091600,stocks,MAINBOARD,I15
ISOTeam,5WF,20220310_091600,stocks,CATALIST,5WF
IX Biopharma,42C,20220310_091600,stocks,CATALIST,42C
Jackspeed,J17,20220310_091600,stocks,MAINBOARD,J17
Jadason,J03,20220310_091600,stocks,MAINBOARD,J03
Japan Foods,5OI,20220310_091600,stocks,CATALIST,5OI
Japfa,UD2,20220310_091600,stocks,MAINBOARD,UD2
Jardine C&C,C07,20220310_091600,stocks,MAINBOARD,C07
Jason Marine,5PF,20220310_091600,stocks,CATALIST,5PF
Jasper Inv,FQ7,20220310_091600,stocks,MAINBOARD,FQ7
Jawala,1J7,20220310_091600,stocks,CATALIST,1J7
JB Foods,BEW,20220310_091600,stocks,MAINBOARD,BEW
JD 5xLongSG230615,DJCW,20220310_091600,dlcertificates,MAINBOARD,0
JD 5xLongSG230615A,DJDW,20220310_091600,dlcertificates,MAINBOARD,0
JD 5xShortSG220908,DUDW,20220310_091600,dlcertificates,MAINBOARD,0
JD 5xShortSG230907,DJBW,20220310_091600,dlcertificates,MAINBOARD,0
JD MB eCW220404,WW8W,20220310_091600,structuredwarrants,MAINBOARD,0
JD MB eCW220705,YVDW,20220310_091600,structuredwarrants,MAINBOARD,0
JD MB ePW220404,FOAW,20220310_091600,structuredwarrants,MAINBOARD,0
JD MB ePW220705,NKMW,20220310_091600,structuredwarrants,MAINBOARD,0
JEP,1J4,20220310_091600,stocks,CATALIST,1J4
JES Intl,EG0,20220310_091600,stocks,MAINBOARD,EG0
Jiutian Chemical,C8R,20220310_091600,stocks,CATALIST,C8R
JMH USD,J36,20220310_091600,stocks,MAINBOARD,J36
Joyas Intl,E9L,20220310_091600,stocks,CATALIST,E9L
Jubilee,NHD,20220310_091600,stocks,CATALIST,NHD
Jumbo,42R,20220310_091600,stocks,CATALIST,42R
Karin Tech,K29,20220310_091600,stocks,MAINBOARD,K29
Katrina,1A0,20220310_091600,stocks,CATALIST,1A0
Kencana Agri,BNE,20220310_091600,stocks,MAINBOARD,BNE
Keong Hong,5TT,20220310_091600,stocks,MAINBOARD,5TT
Kep Infra Tr,A7RU,20220310_091600,businesstrusts,MAINBOARD,A7RU
KepCorp 5xLongSG230920,DKEW,20220310_091600,dlcertificates,MAINBOARD,0
KepCorp 5xShortSG221201,DAZW,20220310_091600,dlcertificates,MAINBOARD,0
KepCorpMBeCW221031,HMPW,20220310_091600,structuredwarrants,MAINBOARD,0
KepPacOakReitUSD,CMOU,20220310_091600,reits,MAINBOARD,CMOU
Keppel Corp,BN4,20220310_091600,stocks,MAINBOARD,BN4
Keppel DC Reit,AJBU,20220310_091600,reits,MAINBOARD,AJBU
Keppel Reit,K71U,20220310_091600,reits,MAINBOARD,K71U
Khong Guan,K03,20220310_091600,stocks,MAINBOARD,K03
Kim Heng,5G2,20220310_091600,stocks,CATALIST,5G2
Kimly,1D0,20220310_091600,stocks,CATALIST,1D0
King Wan,554,20220310_091600,stocks,MAINBOARD,554
Kingdee 5xLongSG231220,DLKW,20220310_091600,dlcertificates,MAINBOARD,0
Kingdee 5xShortSG231220,DOOW,20220310_091600,dlcertificates,MAINBOARD,0
KingsmenCreative,5MZ,20220310_091600,stocks,MAINBOARD,5MZ
Kingsof 5xLongSG220908,DMDW,20220310_091600,dlcertificates,MAINBOARD,0
Kingsof 5xShortSG230126,DZQW,20220310_091600,dlcertificates,MAINBOARD,0
Kingsof 5xShortSG231220,DLSW,20220310_091600,dlcertificates,MAINBOARD,0
Kitchen Culture,5TI,20220310_091600,stocks,CATALIST,5TI
Koda,BJZ,20220310_091600,stocks,MAINBOARD,BJZ
Koh Bros,K75,20220310_091600,stocks,MAINBOARD,K75
Koh Eco,5HV,20220310_091600,stocks,CATALIST,5HV
Koh Eco W230925,KHDW,20220310_091600,companywarrants,CATALIST,KHDW
KOP,5I1,20220310_091600,stocks,CATALIST,5I1
Kori,5VC,20220310_091600,stocks,CATALIST,5VC
Koufu,VL6,20220310_091600,stocks,MAINBOARD,VL6
Koyo Intl,5OC,20220310_091600,stocks,CATALIST,5OC
KrisEnergy,SK3,20220310_091600,stocks,MAINBOARD,0
