company_name,company_code,trading_time,type,listing_board,Name
S&P 5xLongSG250228A,CYAW,20220310_091600,dlcertificates,MAINBOARD,0
S&P 5xShortSG250228,CXBW,20220310_091600,dlcertificates,MAINBOARD,0
S&P 5xShortSG250228A,CZEW,20220310_091600,dlcertificates,MAINBOARD,0
Sabana Reit,M1GU,20220310_091600,reits,MAINBOARD,M1GU
Sakae,5DO,20220310_091600,stocks,MAINBOARD,5DO
Samko Timber,E6R,20220310_091600,stocks,MAINBOARD,E6R
SamuderaShipping,S56,20220310_091600,stocks,MAINBOARD,S56
Samurai 2K,Y8E,20220310_091600,stocks,CATALIST,Y8E
Sands 5xLongSG221013,DKTW,20220310_091600,dlcertificates,MAINBOARD,0
Sands 5xShortSG230202,DZEW,20220310_091600,dlcertificates,MAINBOARD,0
Sands MB eCW220705,8H5W,20220310_091600,structuredwarrants,MAINBOARD,0
Sands MB ePW220705,KUCW,20220310_091600,structuredwarrants,MAINBOARD,0
Sanli Env,1E3,20220310_091600,stocks,CATALIST,1E3
Santak,580,20220310_091600,stocks,CATALIST,580
Sapphire,BRD,20220310_091600,stocks,MAINBOARD,BRD
Sarine Tech,U77,20220310_091600,stocks,MAINBOARD,U77
Sasseur Reit,CRPU,20220310_091600,reits,MAINBOARD,CRPU
SATS,S58,20220310_091600,stocks,MAINBOARD,S58
SBI Offshore,5PL,20220310_091600,stocks,CATALIST,5PL
SBS Transit,S61,20220310_091600,stocks,MAINBOARD,S61
Second Chance,528,20220310_091600,stocks,MAINBOARD,528
Secura,43B,20220310_091600,stocks,CATALIST,43B
Sembcorp Ind,U96,20220310_091600,stocks,MAINBOARD,U96
Sembcorp Marine,S51,20220310_091600,stocks,MAINBOARD,S51
Sen Yue,5BS,20220310_091600,stocks,CATALIST,5BS
Serial System,S69,20220310_091600,stocks,MAINBOARD,S69
Seroja Inv,IW5,20220310_091600,stocks,MAINBOARD,IW5
SGX,S68,20220310_091600,stocks,MAINBOARD,S68
SGX 5xLongSG220630,DGRW,20220310_091600,dlcertificates,MAINBOARD,0
SGX 5xShortSG220630,DGSW,20220310_091600,dlcertificates,MAINBOARD,0
SGX 5xShortSG230420,DYKW,20220310_091600,dlcertificates,MAINBOARD,0
SGX MB eCW220704,NAHW,20220310_091600,structuredwarrants,MAINBOARD,0
SGX MB eCW221115,VSJW,20220310_091600,structuredwarrants,MAINBOARD,0
SGX MB ePW220704,RYKW,20220310_091600,structuredwarrants,MAINBOARD,0
Shanaya,SES,20220310_091600,stocks,CATALIST,SES
Shanghai Turbo,AWM,20220310_091600,stocks,MAINBOARD,AWM
Shangri-La HKD,S07,20220310_091600,stocks,MAINBOARD,S07
Shen Yao,A78,20220310_091600,stocks,CATALIST,A78
Sheng Siong,OV8,20220310_091600,stocks,MAINBOARD,OV8
Shenshan^,BKV,20220310_091600,stocks,MAINBOARD,BKV
SHI ADR US$,K3DD,20220310_085950,adrs,GLOBAL_QUOTE,K3DD
Shinvest,BJW,20220310_091600,stocks,MAINBOARD,BJW
SHKP 5xLongSG221208,DRGW,20220310_091600,dlcertificates,MAINBOARD,0
SHKP 5xShortSG221208,DPEW,20220310_091600,dlcertificates,MAINBOARD,0
Shopper360,1F0,20220310_091600,stocks,CATALIST,1F0
SHS,566,20220310_091600,stocks,MAINBOARD,566
SIA,C6L,20220310_091600,stocks,MAINBOARD,C6L
SIA 2020 MCBz300608#,WPOB,20220310_090946,retailbonds,MAINBOARD,0
SIA 2021 MCBz300608#,YQ7B,20220310_090946,retailbonds,MAINBOARD,0
SIA 3.03% 240328XB,SQ1B,20220310_090946,retailbonds,MAINBOARD,0
SIA 5xLongSG220630,DSIW,20220310_091600,dlcertificates,MAINBOARD,0
SIA 5xLongSG230420,DKKW,20220310_091600,dlcertificates,MAINBOARD,0
SIA 5xLongSG230713,DTGW,20220310_091600,dlcertificates,MAINBOARD,0
SIA 5xShortSG220328,DHJW,20220310_091600,dlcertificates,MAINBOARD,0
SIA 5xShortSG240306,DRBW,20220310_091600,dlcertificates,MAINBOARD,0
SIA Engineering,S59,20220310_091600,stocks,MAINBOARD,S59
SIA MB eCW220915,EUUW,20220310_091600,structuredwarrants,MAINBOARD,0
SIIC Environment,BHK,20220310_091600,stocks,MAINBOARD,BHK
Silkroad Nickel,STP,20220310_091600,stocks,CATALIST,STP
Silverlake Axis,5CP,20220310_091600,stocks,MAINBOARD,5CP
Sim Leisure,URR,20220310_091600,stocks,CATALIST,URR
SiMSCI 5xLongSG230420,CVPW,20220310_091600,dlcertificates,MAINBOARD,0
SiMSCI 5xShortSG230420,CYTW,20220310_091600,dlcertificates,MAINBOARD,0
SiMSCI 7xLongSG230306,CVBW,20220310_091600,dlcertificates,MAINBOARD,0
SiMSCI 7xLongSG230404,CZAW,20220310_091600,dlcertificates,MAINBOARD,0
SiMSCI 7xShortSG230712,CZSW,20220310_091600,dlcertificates,MAINBOARD,0
SiMSCI 7xShortSG231215,CZDW,20220310_091600,dlcertificates,MAINBOARD,0
Sin Heng Mach,BKA,20220310_091600,stocks,MAINBOARD,BKA
Sinarmas Land,A26,20220310_091600,stocks,MAINBOARD,A26
Sincap,5UN,20220310_091600,stocks,CATALIST,5UN
Sing Inv & Fin,S35,20220310_091600,stocks,MAINBOARD,S35
Sing Paincare,FRQ,20220310_091600,stocks,CATALIST,FRQ
Singapore O&G,1D8,20220310_091600,stocks,CATALIST,1D8
SingaporeKitchen,5WG,20220310_091600,stocks,CATALIST,5WG
SingaporeLandGrp,U06,20220310_091600,stocks,MAINBOARD,U06
SingHoldings,5IC,20220310_091600,stocks,MAINBOARD,5IC
SingIndexFund,S45U,20220310_030916,others,MAINBOARD,0
SingMedical,5OT,20220310_091600,stocks,CATALIST,5OT
SingPost,S08,20220310_091600,stocks,MAINBOARD,S08
SingShipping,S19,20220310_091600,stocks,MAINBOARD,S19
Singtel,Z74,20220310_091600,stocks,MAINBOARD,Z74
Singtel 10,Z77,20220310_091600,stocks,MAINBOARD,Z77
Singtel 5xLongSG231214,DBYW,20220310_091600,dlcertificates,MAINBOARD,0
Singtel 5xShortSG230713,DKMW,20220310_091600,dlcertificates,MAINBOARD,0
SingtelMBeCW220915,ERKW,20220310_091600,structuredwarrants,MAINBOARD,0
Sinjia Land,5HH,20220310_091600,stocks,CATALIST,5HH
Sino Grandness,T4B,20220310_091600,stocks,MAINBOARD,T4B
SinoBio 5xLongSG231220,DKLW,20220310_091600,dlcertificates,MAINBOARD,0
SinoBio 5xShortSG231220,DHVW,20220310_091600,dlcertificates,MAINBOARD,0
SinoCloud,5EK,20220310_091600,stocks,CATALIST,5EK
Sinostar Pec,C9Q,20220310_091600,stocks,MAINBOARD,C9Q
Sitra,5LE,20220310_091600,stocks,CATALIST,5LE
SLB Dev,1J0,20220310_091600,stocks,CATALIST,1J0
SMI Vantage^,Y45,20220310_091600,stocks,MAINBOARD,Y45
Smoore 5xLongSG220331,DTOW,20220310_091600,dlcertificates,MAINBOARD,0
Smoore 5xShortSG220316,DXNW,20220310_091600,dlcertificates,MAINBOARD,0
Soilbuild Const,S7P,20220310_091600,stocks,MAINBOARD,S7P
Soilbuild ConstW240729,SYYW,20220310_091600,companywarrants,MAINBOARD,0
Soon Lian,5MD,20220310_091600,stocks,CATALIST,5MD
Soup Restaurant,5KI,20220310_091600,stocks,MAINBOARD,5KI
Southern Pkg,BQP,20220310_091600,stocks,MAINBOARD,BQP
SouthernAlliance,QNS,20220310_091600,stocks,CATALIST,QNS
SP Corp,AWE,20220310_091600,stocks,MAINBOARD,AWE
Spackman,40E,20220310_091600,stocks,CATALIST,40E
SPDR DJIA US$,D07,20220310_091600,etfs,MAINBOARD,D07
SPDR S&P500 US$,S27,20220310_091600,etfs,MAINBOARD,S27
SPH,T39,20220310_091600,stocks,MAINBOARD,T39
SPHREIT,SK6U,20220310_091600,reits,MAINBOARD,SK6U
Spindex Ind,564,20220310_091600,stocks,MAINBOARD,564
Spura Finance,S23,20220310_091600,stocks,MAINBOARD,S23
Sri Trang Agro,NC2,20220310_091600,stocks,MAINBOARD,NC2
Sri Trang Gloves,STG,20220310_091600,stocks,MAINBOARD,STG
ST Engineering,S63,20220310_091600,stocks,MAINBOARD,S63
ST Group Food,DRX,20220310_091600,stocks,CATALIST,DRX
Stamford Land,H07,20220310_091600,stocks,MAINBOARD,H07
Stamford Tyres,S29,20220310_091600,stocks,MAINBOARD,S29
Starburst,40D,20220310_091600,stocks,CATALIST,40D
StarhillGbl Reit,P40U,20220310_091600,reits,MAINBOARD,P40U
StarHub,CC3,20220310_091600,stocks,MAINBOARD,CC3
STI 2850MBePW220428,XNMW,20220310_091600,structuredwarrants,MAINBOARD,0
STI 3050MBePW220428,YTCW,20220310_091600,structuredwarrants,MAINBOARD,0
STI 3100MBeCW220428,MWLW,20220310_091600,structuredwarrants,MAINBOARD,0
STI 3300MBeCW220428,XHDW,20220310_091600,structuredwarrants,MAINBOARD,0
STI ETF,ES3,20220310_091600,etfs,MAINBOARD,ES3
Straco,S85,20220310_091600,stocks,MAINBOARD,S85
Straits Trading,S20,20220310_091600,stocks,MAINBOARD,S20
SunMoonFood,AAJ,20220310_091600,stocks,MAINBOARD,AAJ
Sunny 5xLongSG220630,DSNW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xLongSG230920,DSDW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xShortSG220621,DAHW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xShortSG220630,DSVW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xShortSG221201,DAEW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xShortSG221215,DEBW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xShortSG230825,DFSW,20220310_091600,dlcertificates,MAINBOARD,0
Sunny 5xShortSG231214,DSTW,20220310_091600,dlcertificates,MAINBOARD,0
Sunpower,5GD,20220310_091600,stocks,MAINBOARD,5GD
Sunright,S71,20220310_091600,stocks,MAINBOARD,S71
Sunrise Shares,581,20220310_091600,stocks,CATALIST,581
Suntar Eco-City,BKZ,20220310_091600,stocks,MAINBOARD,BKZ
Suntec Reit,T82U,20220310_091600,reits,MAINBOARD,T82U
SUTL Enterprise,BHU,20220310_091600,stocks,MAINBOARD,BHU
Swiber,BGK,20220310_091600,stocks,MAINBOARD,BGK
Swing Media Tech,BEV,20220310_091600,stocks,MAINBOARD,BEV
Swissco Hldg,ADP,20220310_091600,stocks,MAINBOARD,ADP
Sysma,5UO,20220310_091600,stocks,CATALIST,5UO
TA,PA3,20220310_091600,stocks,MAINBOARD,PA3
TA W220520,CGOW,20220310_091600,companywarrants,MAINBOARD,CGOW
Tai Sin Electric,500,20220310_091600,stocks,MAINBOARD,500
Taka Jewellery,42L,20220310_091600,stocks,CATALIST,42L
TalkMed,5G3,20220310_091600,stocks,CATALIST,5G3
Tat Seng Pkg,T12,20220310_091600,stocks,MAINBOARD,T12
TC Auto,VI2,20220310_091600,stocks,CATALIST,VI2
TCIL HK$,T15,20220310_091600,stocks,GLOBAL_QUOTE,T15
TEE Intl,M1Z,20220310_091600,stocks,MAINBOARD,M1Z
Teho Intl,5OQ,20220310_091600,stocks,CATALIST,5OQ
TeleChoice Intl,T41,20220310_091600,stocks,MAINBOARD,T41
Temasek 1.8% 261124XB#,TEMB,20220310_084957,retailbonds,MAINBOARD,0
Temasek 2.7% 231025XB#,TEKB,20220310_085125,retailbonds,MAINBOARD,0
Tencent 5xLongSG220318,DSBW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xLongSG220808,DDLW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xLongSG231214,DIHW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xLongUB241231,TSGW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xShortSG230202,DTCW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xShortSG230712,DTSW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xShortSG231214,DMIW,20220310_091600,dlcertificates,MAINBOARD,0
Tencent 5xShortUB241231,TYTW,20220310_091600,dlcertificates,MAINBOARD,0
TencentMBeCW220705,QPAW,20220310_091600,structuredwarrants,MAINBOARD,0
TencentMBePW220705,GAPW,20220310_091600,structuredwarrants,MAINBOARD,0
ThaiBev,Y92,20220310_091600,stocks,MAINBOARD,Y92
ThaiBev 5xLongSG231115,QAHW,20220310_091600,dlcertificates,MAINBOARD,0
ThaiBev 5xShortSG231115,ELTW,20220310_091600,dlcertificates,MAINBOARD,0
Thakral,AWI,20220310_091600,stocks,MAINBOARD,AWI
The Place Hldg,E27,20220310_091600,stocks,MAINBOARD,E27
TheHourGlass,AGS,20220310_091600,stocks,MAINBOARD,AGS
Thomson M W220424,GNLW,20220310_091600,companywarrants,MAINBOARD,0
Thomson Medical,A50,20220310_091600,stocks,MAINBOARD,A50
Tianjin ZX USD,T14,20220310_091600,stocks,MAINBOARD,T14
TIH,T55,20220310_091600,stocks,MAINBOARD,T55
Tiong Seng,BFI,20220310_091600,stocks,MAINBOARD,BFI
Tiong Woon,BQM,20220310_091600,stocks,MAINBOARD,BQM
TM ADR US$,N6FD,20220309_230034,adrs,GLOBAL_QUOTE,0
Top Glove,BVA,20220310_091600,stocks,MAINBOARD,BVA
Top Glove MB eCW220831,YKMW,20220310_091600,structuredwarrants,MAINBOARD,0
Top Glove MB eCW220930,QZBW,20220310_091600,structuredwarrants,MAINBOARD,0
Tosei,S2D,20220310_091600,stocks,MAINBOARD,0
Totm Tech,42F,20220310_091600,stocks,CATALIST,42F
Transit Concrete,570,20220310_091600,stocks,MAINBOARD,570
Travelite,BCZ,20220310_091600,stocks,MAINBOARD,BCZ
Trek 2000 Intl,5AB,20220310_091600,stocks,MAINBOARD,5AB
Trendlines,42T,20220310_091600,stocks,CATALIST,42T
TrickleStar,CYW,20220310_091600,stocks,CATALIST,CYW
TRIP ADR US$+,K3RD,20220309_230034,adrs,GLOBAL_QUOTE,K3RD
Tritech,5G9,20220310_091600,stocks,CATALIST,5G9
Triyards,RC5,20220310_091600,stocks,MAINBOARD,RC5
TSH,KUH,20220310_091600,stocks,CATALIST,KUH
TT Intl,T09,20220310_091600,stocks,MAINBOARD,T09
TTJ,K1Q,20220310_091600,stocks,MAINBOARD,K1Q
Tuan Sing,T24,20220310_091600,stocks,MAINBOARD,T24
Tung Lok Rest,540,20220310_091600,stocks,CATALIST,540
Tye Soon,BFU,20220310_091600,stocks,MAINBOARD,BFU
UETF SSE50China,JK8,20220310_091600,etfs,MAINBOARD,JK8
UGHealthcare,8K7,20220310_091600,stocks,CATALIST,8K7
UMS,558,20220310_091600,stocks,MAINBOARD,558
Uni-Asia Grp,CHJ,20220310_091600,stocks,MAINBOARD,CHJ
Union Gas,1F2,20220310_091600,stocks,MAINBOARD,1F2
Union Steel,BLA,20220310_091600,stocks,MAINBOARD,BLA
United Food^,AZR,20220310_091600,stocks,MAINBOARD,AZR
Universal Res,BGO,20220310_091600,stocks,MAINBOARD,0
UnUsUaL,1D1,20220310_091600,stocks,CATALIST,1D1
UOA,EH5,20220310_091600,stocks,MAINBOARD,EH5
UOB,U11,20220310_091600,stocks,MAINBOARD,U11
UOB 5xLongSG230713,DHBW,20220310_091600,dlcertificates,MAINBOARD,0
UOB 5xLongSG240306,DOGW,20220310_091600,dlcertificates,MAINBOARD,0
UOB 5xShortSG221201,DEZW,20220310_091600,dlcertificates,MAINBOARD,0
UOB 5xShortSG240306,DSMW,20220310_091600,dlcertificates,MAINBOARD,0
UOB AP GRN REIT S$,GRN,20220310_091600,etfs,MAINBOARD,GRN
UOB AP GRN REIT US$,GRE,20220310_091600,etfs,MAINBOARD,0
UOB Kay Hian,U10,20220310_091600,stocks,MAINBOARD,U10
UOB MB eCW220328,UYUW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB eCW220627,9RMW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB eCW220701,RVVW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB eCW220704,OSSW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB eCW221028,9F4W,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB ePW220331,V0ZW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB ePW220701,XGYW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB ePW220704,FYAW,20220310_091600,structuredwarrants,MAINBOARD,0
UOB MB ePW221101,TFLW,20220310_091600,structuredwarrants,MAINBOARD,0
UOI,U13,20220310_091600,stocks,MAINBOARD,U13
UOL,U14,20220310_091600,stocks,MAINBOARD,U14
USP Group^,BRS,20220310_091600,stocks,MAINBOARD,BRS
UtdHampshReitUSD,ODBU,20220310_091600,reits,MAINBOARD,ODBU
V2Y Corp,V2Y,20220310_091600,stocks,CATALIST,V2Y
Vallianz,WPC,20220310_091600,stocks,CATALIST,WPC
ValueMax,T6I,20220310_091600,stocks,MAINBOARD,T6I
Valuetronics,BN2,20220310_091600,stocks,MAINBOARD,BN2
VCPlus,43E,20220310_091600,stocks,CATALIST,43E
Venture,V03,20220310_091600,stocks,MAINBOARD,V03
Venture 5xLongSG230713,DBHW,20220310_091600,dlcertificates,MAINBOARD,0
Venture 5xShortSG220422,DABW,20220310_091600,dlcertificates,MAINBOARD,0
Venture 5xShortSG230920,DVCW,20220310_091600,dlcertificates,MAINBOARD,0
Versalink,40N,20220310_091600,stocks,CATALIST,40N
Vertex SPAC,VT1,20220310_091600,stocks,MAINBOARD,VT1
Vertex SPAC U,VTA,20220309_091600,stocks,MAINBOARD,VTA
Vertex SPAC W291231,VT2W,20220310_091600,companywarrants,MAINBOARD,0
Vibrant Group,BIP,20220310_091600,stocks,MAINBOARD,BIP
VibroPower,BJD,20220310_091600,stocks,MAINBOARD,BJD
VibroPower W250116,PBSW,20220310_091600,companywarrants,MAINBOARD,0
VICOM Ltd,WJP,20220310_091600,stocks,MAINBOARD,WJP
Vicplas Intl,569,20220310_091600,stocks,MAINBOARD,569
VikingOffshore,1Y1,20220310_091600,stocks,CATALIST,1Y1
VikingW220701,KZHW,20220310_091600,companywarrants,CATALIST,0
Vividthree,OMK,20220310_091600,stocks,CATALIST,OMK
Wee Hur,E3B,20220310_091600,stocks,MAINBOARD,E3B
White Orchid Fund S,BBT,20220309_230034,others,MAINBOARD,0
Willas-Array,BDR,20220310_091600,stocks,MAINBOARD,BDR
Wilmar 5xLongSG240306,DPBW,20220310_091600,dlcertificates,MAINBOARD,0
Wilmar 5xShortSG221201,DDBW,20220310_091600,dlcertificates,MAINBOARD,0
Wilmar 5xShortSG230825,DHGW,20220310_091600,dlcertificates,MAINBOARD,0
Wilmar Intl,F34,20220310_091600,stocks,MAINBOARD,F34
Wilmar MB eCW220615,VBBW,20220310_091600,structuredwarrants,MAINBOARD,0
Wilmar MB eCW221014,GVVW,20220310_091600,structuredwarrants,MAINBOARD,0
Wilton Resources,5F7,20220310_091600,stocks,CATALIST,5F7
Wing Tai,W05,20220310_091600,stocks,MAINBOARD,W05
Wong Fong Ind,1A1,20220310_091600,stocks,CATALIST,1A1
World Precision,B49,20220310_091600,stocks,MAINBOARD,B49
WuxiBio 5xLongSG230215,DSFW,20220310_091600,dlcertificates,MAINBOARD,0
WuxiBio 5xShortSG221020,DWDW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xLongSG220323,DFQW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xLongSG220705,DTQW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xLongSG221215,DJIW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xLongSG230712,DXLW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xShortSG220705,DCCW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xShortSG230712,DXSW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xShortSG230907,DXBW,20220310_091600,dlcertificates,MAINBOARD,0
Xiaomi 5xShortSG231214,DSOW,20220310_091600,dlcertificates,MAINBOARD,0
XIAOMI MBeCW220404,XHRW,20220310_091600,structuredwarrants,MAINBOARD,0
XIAOMI MBeCW220602,MPNW,20220310_091600,structuredwarrants,MAINBOARD,0
XIAOMI MBeCW221004,X5IW,20220310_091600,structuredwarrants,MAINBOARD,0
XIAOMI MBePW220602,X3UW,20220310_091600,structuredwarrants,MAINBOARD,0
XIAOMI MBePW221004,FCCW,20220310_091600,structuredwarrants,MAINBOARD,0
XinyiSolar MB eCW220705,MVYW,20220310_091600,structuredwarrants,MAINBOARD,0
XMH^,BQF,20220310_091600,stocks,MAINBOARD,BQF
XPeng 5xLongSG221223,DXKW,20220310_091600,dlcertificates,MAINBOARD,0
XPeng 5xShortSG221223,DSJW,20220310_091600,dlcertificates,MAINBOARD,0
XT MS SING US$,O9A,20220310_091600,etfs,MAINBOARD,O9A
XT MSCHINA S$,TID,20220310_091600,etfs,MAINBOARD,TID
XT MSCHINA US$,LG9,20220310_091600,etfs,MAINBOARD,LG9
XT MSINDO US$,KJ7,20220310_091600,etfs,MAINBOARD,KJ7
XT SingGovBond SG$,KV4,20220310_091600,etfs,MAINBOARD,KV4
XT Vietnam US$,HD9,20220310_091600,etfs,MAINBOARD,HD9
Y Ventures,1F1,20220310_091600,stocks,CATALIST,1F1
Yamada Green Res,BJV,20220310_091600,stocks,MAINBOARD,BJV
Yangi EURO S,R8P,20220309_230034,others,MAINBOARD,0
YangzijiMBeCW220315,GGOW,20220310_091600,structuredwarrants,MAINBOARD,0
YangzijiMBeCW221004,VXMW,20220310_091600,structuredwarrants,MAINBOARD,0
Yanlord Land,Z25,20220310_091600,stocks,MAINBOARD,Z25
Yeo Hiap Seng,Y03,20220310_091600,stocks,MAINBOARD,Y03
YHI Intl,BPF,20220310_091600,stocks,MAINBOARD,BPF
Ying Li Intl,5DM,20220310_091600,stocks,MAINBOARD,5DM
Yoma Strategic,Z59,20220310_091600,stocks,MAINBOARD,Z59
Yongmao,BKX,20220310_091600,stocks,MAINBOARD,BKX
Yongnam,AXB,20220310_091600,stocks,MAINBOARD,AXB
Yunnan Energy,T43,20220310_091600,stocks,MAINBOARD,T43
YuuZoo Networks,AFC,20220310_091600,stocks,MAINBOARD,AFC
YZJ 5xLongSG231115,X1KW,20220310_091600,dlcertificates,MAINBOARD,0
YZJ 5xShortSG231115,5YCW,20220310_091600,dlcertificates,MAINBOARD,0
YZJ Shipbldg CNY,SO7,20220310_091600,stocks,MAINBOARD,0
YZJ Shipbldg SGD,BS6,20220310_091600,stocks,MAINBOARD,BS6
Zheneng Jinjiang,BWM,20220310_091600,stocks,MAINBOARD,BWM
Zhongmin Baihui,5SR,20220310_091600,stocks,MAINBOARD,5SR
Zhongxin Fruit,5EG,20220310_091600,stocks,CATALIST,5EG
ZICO Hldgs,40W,20220310_091600,stocks,CATALIST,40W
ZNH ADR US$,K3TD,20220309_230034,adrs,GLOBAL_QUOTE,K3TD
